Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"July 24, 2014",01:47,"Aguelhok, Mali",Air Algerie,AH5017,"Ouagadougou, Burkina Faso - Algiers, Algeria",EC-LTV,53190/2148,116,110.0,6.0,116,110.0,6.0,0.0,"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aircraft slowed down and stalled.",https://www.planecrashinfo.com/2014/2014-16.htm,19.4641919,0.8573623
"August 10, 2014",09:18,"Tehran, Iran",Sepahan Airlines,5915,Tehran - Tabas,EP-GPA,9005,48,40.0,8.0,39,31.0,8.0,0.0,"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller.",https://www.planecrashinfo.com/2014/2014-17.htm,35.6892523,51.3896004
"August 30, 2014",02:44,"Tamanraset, Algeria",Ukraine Air Alliance,,Glascow -Tamanraset - Equitorial Guinea,UR-DWF,8345802,7,5.0,2.0,7,5.0,2.0,0.0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off.",https://www.planecrashinfo.com/2014/2014-18.htm,24.3753438,4.3208436
"August 31, 2014",19:45,"Mwanza, Tanzania",Safari Express Cargo,,Mwanza - Nairobi,5Y-SXP,10681,3,1.0,2.0,3,1.0,2.0,0.0,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza.",https://www.planecrashinfo.com/2014/2014-19.htm,-2.5196915,32.9014417
"September 20, 2014",09:35,"Near Port Moresby, Papua New Guinea",Hevlift,,Woitape - Port Moresby,P2-KSV,528,9,7.0,2.0,4,2.0,2.0,0.0,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The crew continued the descent in instrument meteorological conditions without confirming their position. The flight crew’s assessment of their position was incorrect and they had lost situational awareness.",https://www.planecrashinfo.com/2014/2014-20.htm,-9.4743301,147.1599504
"October 04, 2014",01:56,"Wichita Falls, Texas",Air Evac Lifeteam,,"Waurika, OK - Wichita Falls, TX",,,4,1.0,3.0,2,1.0,1.0,0.0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured.",https://www.planecrashinfo.com/2014/2014-21.htm,33.9004572,-98.5020777
"December 28, 2014",03:00,"Near Uvira, Congo",Air Sirin,902,"Bujumbura, Burundi - Pointe Noire, Congo",4L-AFS,8606,6,0.0,6.0,6,0.0,6.0,0.0,The cargo plane impacted a mountainside while en route.,https://www.planecrashinfo.com/2014/2014-22.htm,-3.4055866,29.1375509
"December 28, 2014",06:18,Java Sea,AirAsia,8501,Surabaya - Singapore,PK-AXC,3648,162,155.0,7.0,162,155.0,7.0,0.0,"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident.",https://www.planecrashinfo.com/2014/2014-23.htm,-5.0471488,111.4892358
"January 18, 2015",,"Near Abu adh Dhuhur Air Base, Syria",Syrian Air Force,,Damascus - Abu Adh Dhuhur,,,37,35.0,2.0,37,35.0,2.0,0.0,"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft.",https://www.planecrashinfo.com/2015/2015-1.htm,35.7321966,37.10126048997593
"February 04, 2015",10:55,"Taipei, Taiwan",Transasia,235,Taipei - Kinmen,B-22816,1141,58,53.0,5.0,43,39.0,4.0,0.0,"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The torque censor in the right engine malfunctioned, feathering the engine. The pilot  then mistakenly throttled down a still-running left engine. The plane without power, lost altitude and crashed.  Pilot error.",https://www.planecrashinfo.com/2015/2015-2.htm,25.0375198,121.5636796
"March 09, 2015",,"Villa Castelli, Argentina",Private,,Filiming,LQ-CGK - LQ-FJQ,,10,8.0,2.0,10,8.0,2.0,0.0,"Three French sports figures, Florence Arthaud, Camille Muffat and Alexis Vastine, participating in the French reality show Droped, were killed along with seven other people when the two helicopters filming the show collided. Five killed on each helicopter",https://www.planecrashinfo.com/2015/2015-3.htm,-29.0163711,-68.2226439
"March 24, 2015",10:53,"Near Digne-Les-Bains, France",Germanwings,9525,"Barcelona, Spain - Dusseldorf, Germany",D-AIPX,147,150,144.0,6.0,150,144.0,6.0,0.0,"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed. The copilot locked the captain out of the cockpit and deliberately put the plane into a controlled descent until it impacted the ground.",https://www.planecrashinfo.com/2015/2015-4.htm,44.0917585,6.2346362
"June 25, 2015",13:43,"Ella Lake, Alaska",Promech Air,,Sightseeing,N270PA,270,9,8.0,1.0,9,8.0,1.0,0.0,"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan. The pilot’s decision to continue visual flight into an area of instrument meteorological conditions, which resulted in his geographic disorientation and controlled flight into terrain.",https://www.planecrashinfo.com/2015/2015-5.htm,55.4757288,-131.1095804
"June 30, 2015",11:48,"Medan, Indonesia",Military - Indonesia,,"Medan - Tanjung Pinang, Sumatra.",A-1310,3616,122,110.0,12.0,122,110.0,12.0,19.0,"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel.",https://www.planecrashinfo.com/2015/2015-6.htm,3.5894617,98.6741623
"July 31, 2015",,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,,Palanquero AB -Valledupar,FAC1261,C-118,11,0.0,11.0,11,0.0,11.0,0.0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.,https://www.planecrashinfo.com/2015/2015-7.htm,10.0374894,-73.2387011
"August 12, 2015",08:45,"Ninia, Indonesia",Komala Air,,Wamena - Ninia,PK-KIG,650-0151,6,4.0,2.0,1,0.0,1.0,0.0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed.",https://www.planecrashinfo.com/2015/2015-8.htm,-4.3641086,139.3012904
"August 16, 2015",14:55,"Tangok mountain, Papua",Trigana Air Service,267,Jayapura- Oksibil,PK-YRN,102,54,49.0,5.0,54,49.0,5.0,0.0,"The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most province. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area. The deviation from the visual approach guidance in visual flight rules without considering the weather and terrain condition, with no or limited visual reference to the terrain. The habit of turning off the ground warning system. Inaccurate navigation charts",https://www.planecrashinfo.com/2015/2015-9.htm,-4.4293373,138.7259101
"September 05, 2015",19:08,"Off Dakar, Near Dioubel, Senegal",Senegalair,71,Ouagadougou - Dakar,6V-AIM,257062,7,5.0,2.0,7,2.0,5.0,0.0,"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient. The collision is due to 6V-AIM's non-compliance with its flight level.",https://www.planecrashinfo.com/2015/2015-10.htm,14.669137,-16.511560
"September 15, 2015",06:24,"Iliamna East Wind Lake, Alaska",Rainbow King Lodge,,Iliamna - Remote lake,N928PK,61,7,6.0,1.0,3,3.0,0.0,0.0,"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control.",https://www.planecrashinfo.com/2015/2015-11.htm,59.77405565,-154.91554676676924
"October 02, 2015",00:19,"Jalalabad, Afghanistan",Military - US,,Jalalabad - Bagram,08-3174,5648,11,5.0,6.0,11,5.0,6.0,2.0,"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MP’s placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne.",https://www.planecrashinfo.com/2015/2015-12.htm,34.430195,70.460128
"October 02, 2015",14:29,"Near Masamba, Indonesia",Avistar Mandari,7503,Masamba - Makassar,PK-BRM,741,10,7.0,3.0,10,7.0,3.0,0.0,The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong. Deviation from the company visual route without properly considering the elevated risks of cruising altitude lower than the highest terrain and instrument meteorological condition in addition with the absence of the EGPWS warning resulted in the omission of avoidance actions.,https://www.planecrashinfo.com/2015/2015-13.htm,-2.5522045,120.3254725
"October 31, 2015",08:30,"Near Ilaga, Indonesia",Trigana Air Service,,Timik - Ilaga,PK-SWW,303,4,0.0,4.0,4,0.0,4.0,0.0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact.",https://www.planecrashinfo.com/2015/2015-14.htm,-3.9746136,137.6404363
"October 31, 2015",06:13,"Near Hasna, Egypt",Metrojet,9268,Sharem el Sheikh - St. Petersburg,EI-ETJ,663,224,217.0,7.0,224,217.0,7.0,0.0,"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT.",https://www.planecrashinfo.com/2015/2015-15.htm,29.9827253,31.2572101
"November 04, 2015",09:00,"Juba, South Sudan",Allied Services Limited,,Juba - Paloich,EY-406,1347704,43,38.0,5.0,41,37.0,4.0,0.0,"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers.",https://www.planecrashinfo.com/2015/2015-16.htm,4.8459246,31.5959173
"November 21, 2015",11:55,"Fox Glacier, South Valley, New Zealand",Alpine Adventures,,Sightseeing,ZK-HKU,1132,7,6.0,1.0,7,6.0,1.0,0.0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet.",https://www.planecrashinfo.com/2015/2015-17.htm,-43.51702845,170.1386965631589
"November 24, 2015",10:15,"Near Igarka, Russia",Turuhan Avia,,Igarka - Krasnyi Selkub,RA-2561,98206821/59,26,22.0,4.0,15,13.0,2.0,0.0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed.",https://www.planecrashinfo.com/2015/2015-18.htm,67.4566185,86.5308425
"January 08, 2016",00:20,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,294,Oslo - Tromsø,SE-DUX,7010,2,0.0,2.0,2,0.0,2.0,0.0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground.The erroneous attitude indication on PFD 1 was caused by a malfunction of the Inertial Reference Unit (IRU 1). The pitch and roll comparator indications of the pilot flying's display were removed when the attitude indicators displayed unusual attitudes. In the simulator, in which the crew had trained, the corresponding indications were not removed. During the event the pilots initially became communicatively isolated from each other. The accident was caused by insufficient operational prerequisites for the management of a failure in a redundant system.",https://www.planecrashinfo.com/2016/2016-1.htm,67.66586079999999,17.481868939632882
"February 02, 2016",,"Near Mogadishu, Somalia",Daallo Airlines,3159,Mogadishu - Djibouti,SX-BHS,642,72,72.0,,1,1.0,,0.0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.,https://www.planecrashinfo.com/2016/2016-2.htm,2.0349312,45.3419183
"February 24, 2016",08:15,"Dana, Nepal",Tara Air,193,Pokhara - Jomsom,9N-AHH,926,23,20.0,3.0,23,20.0,3.0,0.0,"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet.",https://www.planecrashinfo.com/2016/2016-3.htm,28.5402676,83.6495034
"February 26, 2016",,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,,Nepalganj - Jumla,9N-AJB,160,11,9.0,2.0,2,0.0,2.0,0.0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.,https://www.planecrashinfo.com/2016/2016-4.htm,30.097719,82.710063
"March 09, 2016",09:05,"Cox's Bazar, Bangladesh",True Aviation Ltd.,,Cox's Bazar - Jessore,S2-AGZ,13408,4,0.0,4.0,3,0.0,3.0,0.0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore. Failure to initiate a rejected take off during take off roll following the indication of engine failure; Failure to adhere to the company SOP following the detection of the engine failure during take off;",https://www.planecrashinfo.com/2016/2016-5.htm,21.1766471,92.003505
"March 15, 2016",14:30,"Fatima Pastaza, Ecuador",Military - Ecuador Army,,Training,E-206,090,22,19.0,3.0,22,19.0,3.0,0.0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed.",https://www.planecrashinfo.com/2016/2016-6.htm,-1.4071198,-77.9784093
"March 19, 2016",03:41,"Rostov-on-Don, Russia",Flydubai,981,Dubai - Rostov,A6-FDN,40241/3517,62,55.0,7.0,62,55.0,7.0,0.0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated. The accident occurred during the second go around, due to an incorrect aircraft configuration and crew piloting, the subsequent loss of PIC’s situational awareness in nighttime in IMC. This resulted in a loss of control of the aircraft and its impact with the ground.",https://www.planecrashinfo.com/2016/2016-7.htm,47.2610441,39.7249086
"March 29, 2016",11:40,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,,Montreal - Iles-de-la-Magdelen,N246W,1552S-A,7,5.0,2.0,7,5.0,2.0,0.0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach.",https://www.planecrashinfo.com/2016/2016-8.htm,47.3220992,-61.8773745
"April 04, 2016",15:30,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,,Sightseeing,N16760,45081,5,4.0,1.0,5,4.0,1.0,0.0,The helicopter crashed in a wooded hillside while on a sightseeing flight..,https://www.planecrashinfo.com/2016/2016-9.htm,35.7884241,-83.5543329
"April 13, 2016",14:20,"Kiunga, Papua New Guinea",Sunbird Aviation,,Oksapmin - Kiungaraining,P2-SBC,3010,12,11.0,1.0,12,11.0,1.0,0.0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircraft’s center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft.",https://www.planecrashinfo.com/2016/2016-10.htm,-6.1159886,141.2981755
"April 29, 2016",11:50,"Sorta, Norway",CHC Helikopter Service,,Gullfflex B - Bergen,LN-OJF,2721,13,11.0,2.0,13,11.0,2.0,0.0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.,https://www.planecrashinfo.com/2016/2016-11.htm,60.67672702427957,11.624718088335682
"May 19, 2016",02:49,175 miles off the Egyptian coast,EgyptAir,804,Paris - Cairo,SU-GCC,2088,66,56.0,10.0,66,56.0,10.0,0.0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft. Probable cause was the pilot smoking in the cockpit along with an oxygen leak which caused the fire.",https://www.planecrashinfo.com/2016/2016-12.htm,33.841725,29.237796
"July 22, 2016",,"Bay of Bengal, Indian Ocean",Indian Air Force,,Chennai (Tambram AFB) - Port Blair,K2743,0809,29,23.0,6.0,29,23.0,6.0,0.0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area.",https://www.planecrashinfo.com/2016/2016-13.htm,13.022234699999998,77.56718324768107
"July 30, 2016",07:42,"Near Lockhart, Texas",Heart of Texas Hot Air Balloon Rides,,Sightseeing Fentress Airpark,N2469L,,16,15.0,1.0,16,15.0,1.0,,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.,https://www.planecrashinfo.com/2016/2016-14.htm,29.8832105,-97.6736292
"August 05, 2016",12:38,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",A6-EMW,32700/434,300,282.0,18.0,0,0.0,0.0,1.0,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",https://www.planecrashinfo.com/2016/2016-15.htm,25.0742823,55.1885387
"August 31, 2016",11:00,"Russian Mission, Alaksa",Hageland Aviiation,3190,Russian Mission- Marshall,N752RV,208B5088,5,4.0,1.0,5,4.0,1.0,0.0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.,https://www.planecrashinfo.com/2016/2016-16.htm,61.785,-161.3202778
"October 24, 2016",07:20,Malta International Airport,AE Aviation,,Malta-Luqa - Malta-Luga,N577MX,AT-577,5,3.0,2.0,5,3.0,2.0,0.0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya.",https://www.planecrashinfo.com/2016/2016-17.htm,35.84741,14.4922871
"November 28, 2016",22:00,"Near La Union, Colombia",LAMIA Bolivia,2933,"Santa Cruz, Bolivia - Medellin,Colombia",CP-2933,E-2348,77,68.0,9.0,71,64.0,7.0,0.0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble.",https://www.planecrashinfo.com/2016/2016-18.htm,5.9737744,-75.3613093
"December 03, 2016",11:22,"Near Tanjung Pinanga, Indonesia",Indonesian Police,,Pangkal Pinang - Batam Island,P-4201,,13,8.0,5.0,13,8.0,5.0,0.0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight.",https://www.planecrashinfo.com/2016/2016-19.htm,0.9236915,104.446094
"December 07, 2016",16:20,"Near Havlien, Pakistan",Pakistan International Airlines,661,Chitral - Islamabad,AP-BHO,663,48,42.0,6.0,48,42.0,6.0,0.0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance.",https://www.planecrashinfo.com/2016/2016-20.htm,24.9216339,67.0238957
"December 18, 2016",06:10,"Near Wamena, Papua, Indonesia",Indonesian Air Force,,Timika - Warmera,A-1134,4785,13,10.0,3.0,13,10.0,3.0,0.0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.,https://www.planecrashinfo.com/2016/2016-21.htm,-4.0943705,138.9466574
"December 20, 2016",17:23,"Puerto Carreno, Colombia",Aerosucre Colombia,157,Puerto Carreno - Bogota,HK-4544,21105/1158,6,0.0,6.0,5,0.0,5.0,0.0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out. Inadequate flight planning by the operator of the aircraft, and by the crew, by failure to properly perform dispatch procedures, take-off performance calculations and verification of limitations imposed by operational conditions of the aerodrome according to the configuration of the aircraft.",https://www.planecrashinfo.com/2016/2016-22.htm,6.1909225,-67.4841891
"December 25, 2016",05:27,"Near Adar, Russia",Military - Russia,,Chkalovsky AB -Ader - Latakia,RA-85572,83A-572,92,84.0,8.0,92,84.0,8.0,0.0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore. TheThe PIC probably lost spatial orientation while climbing out over ocean.",https://www.planecrashinfo.com/2016/2016-23.htm,44.9764703,41.1476318
"January 16, 2017",07:19,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),6491,Hong Kong - Bishkek - Istanbul,TC-MCL,32897/1322,4,0.0,4.0,4,0.0,4.0,35.0,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog. The probablle cause of the accident was the missing control of the crew over the aircraft position in relation to the glideslope during the automatic approach, conducted at night in the weather conditions, suitable for ICAO CAT II landing, and as a result, the measures to perform a go-around, not taken in due time with the aircraft, having a significant deviation from the established approach chart, which led to the controlled flight impact with terrain at the distance of 930 m beyond the end of the active runway.",https://www.planecrashinfo.com/2017/2017-1.htm,42.8761424,74.6036724
"February 21, 2017",09:00,"Melbourne, Victoria, Australia",Australian Corporate Jet Centres PTY. LTD,,Melbournen - King Island,VH-ZCR,BB1544,5,4.0,1.0,5,4.0,1.0,0.0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. The aircraft's rudder trim was likely in the full nose-left position at the commencement of the take-off. The aircraft's full nose-left rudder trim setting was not detected by the pilot prior to take-off. Following a longer than expected ground roll, the pilot took-off with full left rudder trim selected. This configuration adversely affected the aircraft's climb performance and controllability, resulting in a collision with terrain.",https://www.planecrashinfo.com/2017/2017-2.htm,-37.8142454,144.9631732
"March 10, 2017",11:20,"Istanbul, Turkey",Swan Aviation,,Istanbul - Bozuyuk,TC-HEZ,760717,7,5.0,2.0,7,5.0,2.0,0.0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots.",https://www.planecrashinfo.com/2017/2017-3.htm,41.006381,28.9758715
"March 27, 2017",08:15,"Mautaer, Zimbabwe",ETA Air Charter,,"Beira, Mozambique - Harare, Zimbabwe",C9-AOV,024,6,4.0,2.0,6,4.0,2.0,0.0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.,https://www.planecrashinfo.com/2017/2017-4.htm,-19.4813187,31.8610453
"May 05, 2017",06:53,"Charleston, West Virginia",Air Cargo Carriers,,Louisville - Charleston,N334AC,SH-3029,2,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground.",https://www.planecrashinfo.com/2017/2017-5.htm,38.3505995,-81.6332812
"May 27, 2017",14:02,"Tenzing, Nepal",Summit Air,409,Kathmandu - Lukla,9N-AKY,2917,3,0.0,3.0,2,0.0,2.0,0.0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed. The  probable cause of this accident was aircraft stall as a result of excessive drag created by sudden increase in angle of attack of the aircraft supplemented by low speed in an attempt to initiate immediate climb on a landing configuration warranted by the critical situation of the final phase of flight.",https://www.planecrashinfo.com/2017/2017-6.htm,27.6866013,86.7291582
"June 07, 2017",13:35,"Off Dawei, Myanmar",Military - Myanmar Air Force,,Myeik - Yangon,5820,,122,108.0,14.0,122,108.0,14.0,0.0,"The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea.",https://www.planecrashinfo.com/2017/2017-7.htm,14.0797232,98.1990191
"June 28, 2017",10:15,"Mount Gambier, South Australia",Angel Flight,,Suttontown - Adelaide,VH-YTM,1518,3,2.0,1.0,3,2.0,1.0,0.0,The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.,https://www.planecrashinfo.com/2017/2017-8.htm,-37.8301386,140.7842627
